age,length_of_service,city_name,department_name,job_title,store_name,STATUS_YEAR,gender_short_M,gender_full_Male,termreason_desc_Not Applicable,termreason_desc_Resignaton,termreason_desc_Retirement,termtype_desc_Not Applicable,termtype_desc_Voluntary,STATUS_TERMINATED,BUSINESS_UNIT_STORES
0.7027468677524793,0.9329553278393063,34,9,7,0.8741040758450833,-1.6130270823816852,True,True,True,False,False,True,False,False,False
0.7814504573143995,1.086795823990904,34,9,7,0.8741040758450833,-1.261008278407146,True,True,True,False,False,True,False,False,False
0.8601540468763197,1.2406363201425017,34,9,7,0.8741040758450833,-0.9089894744326065,True,True,True,False,False,True,False,False,False
0.9388576364382399,1.3944768162940993,34,9,7,0.8741040758450833,-0.5569706704580671,True,True,True,False,False,True,False,False,False
1.01756122600016,1.548317312445697,34,9,7,0.8741040758450833,-0.2049518664835278,True,True,True,False,False,True,False,False,False
1.0962648155620802,1.7021578085972946,34,9,7,0.8741040758450833,0.14706693749101152,True,True,True,False,False,True,False,False,False
1.1749684051240006,1.8559983047488922,34,9,7,0.8741040758450833,0.49908574146555085,True,True,True,False,False,True,False,False,False
1.2536719946859207,2.0098388009004897,34,9,7,0.8741040758450833,0.8511045454400902,True,True,True,False,False,True,False,False,False
1.3323755842478409,2.1636792970520875,34,9,7,0.8741040758450833,1.2031233494146294,True,True,True,False,False,True,False,False,False
1.4110791738097612,2.3175197932036853,34,9,7,0.8741040758450833,1.5551421533891687,True,True,True,False,False,True,False,False,False
0.4666360990667187,0.9329553278393063,34,9,46,0.8741040758450833,-1.6130270823816852,False,False,True,False,False,True,False,False,False
0.5453396886286389,1.086795823990904,34,9,46,0.8741040758450833,-1.261008278407146,False,False,True,False,False,True,False,False,False
0.624043278190559,1.2406363201425017,34,9,46,0.8741040758450833,-0.9089894744326065,False,False,True,False,False,True,False,False,False
0.7027468677524793,1.3944768162940993,34,9,46,0.8741040758450833,-0.5569706704580671,False,False,True,False,False,True,False,False,False
0.7814504573143995,1.548317312445697,34,9,46,0.8741040758450833,-0.2049518664835278,False,False,True,False,False,True,False,False,False
0.8601540468763197,1.7021578085972946,34,9,46,0.8741040758450833,0.14706693749101152,False,False,True,False,False,True,False,False,False
0.9388576364382399,1.8559983047488922,34,9,46,0.8741040758450833,0.49908574146555085,False,False,True,False,False,True,False,False,False
1.01756122600016,2.0098388009004897,34,9,46,0.8741040758450833,0.8511045454400902,False,False,True,False,False,True,False,False,False
1.0962648155620802,2.1636792970520875,34,9,46,0.8741040758450833,1.2031233494146294,False,False,True,False,False,True,False,False,False
1.1749684051240006,2.3175197932036853,34,9,46,0.8741040758450833,1.5551421533891687,False,False,True,False,False,True,False,False,False
0.624043278190559,0.9329553278393063,34,9,33,0.8741040758450833,-1.6130270823816852,False,False,True,False,False,True,False,False,False
0.7027468677524793,1.086795823990904,34,9,33,0.8741040758450833,-1.261008278407146,False,False,True,False,False,True,False,False,False
0.7814504573143995,1.2406363201425017,34,9,33,0.8741040758450833,-0.9089894744326065,False,False,True,False,False,True,False,False,False
0.8601540468763197,1.3944768162940993,34,9,33,0.8741040758450833,-0.5569706704580671,False,False,True,False,False,True,False,False,False
0.9388576364382399,1.548317312445697,34,9,33,0.8741040758450833,-0.2049518664835278,False,False,True,False,False,True,False,False,False
1.01756122600016,1.7021578085972946,34,9,33,0.8741040758450833,0.14706693749101152,False,False,True,False,False,True,False,False,False
1.0962648155620802,1.8559983047488922,34,9,33,0.8741040758450833,0.49908574146555085,False,False,True,False,False,True,False,False,False
1.1749684051240006,2.0098388009004897,34,9,33,0.8741040758450833,0.8511045454400902,False,False,True,False,False,True,False,False,False
1.2536719946859207,2.1636792970520875,34,9,33,0.8741040758450833,1.2031233494146294,False,False,True,False,False,True,False,False,False
1.3323755842478409,2.3175197932036853,34,9,33,0.8741040758450833,1.5551421533891687,False,False,True,False,False,True,False,False,False
0.30922891994287827,0.9329553278393063,34,9,45,0.8741040758450833,-1.6130270823816852,True,True,True,False,False,True,False,False,False
0.38793250950479846,1.086795823990904,34,9,45,0.8741040758450833,-1.261008278407146,True,True,True,False,False,True,False,False,False
0.4666360990667187,1.2406363201425017,34,9,45,0.8741040758450833,-0.9089894744326065,True,True,True,False,False,True,False,False,False
0.5453396886286389,1.3944768162940993,34,9,45,0.8741040758450833,-0.5569706704580671,True,True,True,False,False,True,False,False,False
0.624043278190559,1.548317312445697,34,9,45,0.8741040758450833,-0.2049518664835278,True,True,True,False,False,True,False,False,False
0.7027468677524793,1.7021578085972946,34,9,45,0.8741040758450833,0.14706693749101152,True,True,True,False,False,True,False,False,False
0.7814504573143995,1.8559983047488922,34,9,45,0.8741040758450833,0.49908574146555085,True,True,True,False,False,True,False,False,False
0.8601540468763197,2.0098388009004897,34,9,45,0.8741040758450833,0.8511045454400902,True,True,True,False,False,True,False,False,False
0.9388576364382399,2.1636792970520875,34,9,45,0.8741040758450833,1.2031233494146294,True,True,True,False,False,True,False,False,False
1.01756122600016,2.3175197932036853,34,9,45,0.8741040758450833,1.5551421533891687,True,True,True,False,False,True,False,False,False
0.38793250950479846,0.9329553278393063,34,9,44,0.8741040758450833,-1.6130270823816852,True,True,True,False,False,True,False,False,False
